member,date,contract,long_oi,short_oi
中信期货,2026-07-06,CU2611,2874,4470
中信期货,2026-07-06,CU2609,18615,14581
中信期货,2026-07-06,CU2701,1271,8386
中信期货,2026-07-03,CU2610,5556,11068
中信期货,2026-07-03,CU2611,2873,4452
中信期货,2026-07-03,CU2612,4361,10135
中信期货,2026-07-03,CU2609,18006,14230
中信期货,2026-07-03,CU2701,1267,8377
中信期货,2026-07-02,CU2610,5334,10794
中信期货,2026-07-02,CU2612,4394,10105
中信期货,2026-07-02,CU2609,18077,15109
中信期货,2026-07-02,CU2611,2850,4049
中信期货,2026-07-02,CU2701,1291,8536
中信期货,2026-07-01,CU2609,17720,16472
中信期货,2026-07-01,CU2612,4394,10077
中信期货,2026-07-01,CU2610,5341,9611
中信期货,2026-07-01,CU2611,2816,4324
中信期货,2026-07-01,CU2701,1124,8173
中信期货,2026-06-30,CU2610,5359,8565
中信期货,2026-06-30,CU2609,17459,16825
中信期货,2026-06-30,CU2612,3563,10075
中信期货,2026-06-30,CU2611,2920,4221
中信期货,2026-06-30,CU2701,1131,8182
中信期货,2026-06-29,CU2609,17308,17357
中信期货,2026-06-29,CU2612,3577,10073
中信期货,2026-06-29,CU2610,5610,8372
中信期货,2026-06-29,CU2611,2602,4235
中信期货,2026-06-26,CU2610,5471,8266
中信期货,2026-06-26,CU2612,3065,10185
中信期货,2026-06-26,CU2611,2585,4233
中信期货,2026-06-26,CU2609,15603,17488
中信期货,2026-06-25,CU2610,5305,8250
中信期货,2026-06-25,CU2611,2573,4232
中信期货,2026-06-25,CU2612,3081,10136
中信期货,2026-06-25,CU2609,13232,16362
中信期货,2026-06-24,CU2610,4672,8090
中信期货,2026-06-24,CU2612,2980,10180
中信期货,2026-06-24,CU2611,2470,3942
中信期货,2026-06-24,CU2609,11054,15618
中信期货,2026-06-23,CU2610,4377,7975
中信期货,2026-06-23,CU2612,2893,10201
中信期货,2026-06-23,CU2611,2424,3962
中信期货,2026-06-23,CU2609,10335,14158
中信期货,2026-06-22,CU2612,2873,10211
中信期货,2026-06-22,CU2610,4232,7957
中信期货,2026-06-22,CU2611,2470,3951
中信期货,2026-06-22,CU2609,8767,13710
中信期货,2026-06-18,CU2610,4185,7957
中信期货,2026-06-18,CU2612,2866,10501
中信期货,2026-06-18,CU2611,2472,3934
中信期货,2026-06-18,CU2609,8430,13691
中信期货,2026-06-17,CU2610,4188,7871
中信期货,2026-06-17,CU2611,2458,3927
中信期货,2026-06-17,CU2612,2840,10463
中信期货,2026-06-17,CU2609,8230,13541
中信期货,2026-06-16,CU2611,1948,3923
中信期货,2026-06-16,CU2610,4161,7166
中信期货,2026-06-16,CU2612,2834,10446
中信期货,2026-06-16,CU2609,7563,13280
中信期货,2026-06-15,CU2610,4212,7147
中信期货,2026-06-15,CU2612,2823,10532
中信期货,2026-06-15,CU2609,6921,13498
中信期货,2026-06-15,CU2611,1632,3760
中信期货,2026-06-12,CU2610,3906,7161
中信期货,2026-06-12,CU2612,2808,10398
中信期货,2026-06-12,CU2611,1633,3768
中信期货,2026-06-12,CU2609,7000,13176
中信期货,2026-06-11,CU2610,3823,6357
中信期货,2026-06-11,CU2612,2814,10360
中信期货,2026-06-11,CU2609,7271,12930
中信期货,2026-06-11,CU2611,1604,3789
中信期货,2026-06-10,CU2610,3673,5677
中信期货,2026-06-10,CU2612,2752,10358
中信期货,2026-06-10,CU2611,1596,3805
中信期货,2026-06-10,CU2609,6471,11886
中信期货,2026-06-09,CU2610,3684,5460
中信期货,2026-06-09,CU2611,1600,3781
中信期货,2026-06-09,CU2612,2750,10365
中信期货,2026-06-09,CU2609,6503,11746
中信期货,2026-06-08,CU2610,3670,5433
中信期货,2026-06-08,CU2611,1618,3764
中信期货,2026-06-08,CU2612,2751,10320
中信期货,2026-06-08,CU2609,5404,11767
中信期货,2026-06-05,CU2610,3552,3563
中信期货,2026-06-05,CU2612,2759,10440
中信期货,2026-06-05,CU2609,4969,10669
中信期货,2026-06-04,CU2612,2770,10459
中信期货,2026-06-04,CU2610,3542,3580
中信期货,2026-06-04,CU2609,5103,10619
中信期货,2026-06-03,CU2610,3277,3565
中信期货,2026-06-03,CU2612,2580,10465
中信期货,2026-06-03,CU2609,5047,10715
中信期货,2026-06-02,CU2610,3132,3574
中信期货,2026-06-02,CU2612,2476,10467
中信期货,2026-06-02,CU2609,5105,10559
中信期货,2026-06-01,CU2610,2935,3539
中信期货,2026-06-01,CU2612,2500,10445
中信期货,2026-06-01,CU2609,4936,11256
中信期货,2026-05-29,CU2610,2929,3502
中信期货,2026-05-29,CU2612,2481,10434
中信期货,2026-05-29,CU2609,4833,11236
中信期货,2026-05-28,CU2610,2805,3633
中信期货,2026-05-28,CU2612,2494,10430
中信期货,2026-05-28,CU2609,5085,11277
中信期货,2026-05-27,CU2610,2505,3487
中信期货,2026-05-27,CU2612,2496,10439
中信期货,2026-05-27,CU2609,4962,11164
中信期货,2026-05-26,CU2610,2497,3489
中信期货,2026-05-26,CU2612,2449,10442
中信期货,2026-05-26,CU2609,4903,11079
中信期货,2026-05-25,CU2610,2433,3290
中信期货,2026-05-25,CU2612,2416,10239
中信期货,2026-05-25,CU2609,4784,11379
中信期货,2026-05-22,CU2610,2429,3228
中信期货,2026-05-22,CU2612,2374,10246
中信期货,2026-05-22,CU2609,4641,11314
中信期货,2026-05-21,CU2610,2329,3359
中信期货,2026-05-21,CU2612,2361,10270
中信期货,2026-05-21,CU2609,4214,10939
中信期货,2026-05-20,CU2610,2386,3472
中信期货,2026-05-20,CU2612,2373,10282
中信期货,2026-05-20,CU2609,4365,10968
中信期货,2026-05-19,CU2610,2196,3446
中信期货,2026-05-19,CU2612,2356,10150
中信期货,2026-05-19,CU2609,4385,11009
中信期货,2026-05-18,CU2610,2218,3420
中信期货,2026-05-18,CU2612,2339,10152
中信期货,2026-05-18,CU2609,4115,10988
中信期货,2026-05-15,CU2610,2034,3474
中信期货,2026-05-15,CU2612,2347,10187
中信期货,2026-05-15,CU2609,3902,11063
中信期货,2026-05-14,CU2610,2073,3485
中信期货,2026-05-14,CU2612,2389,10210
中信期货,2026-05-14,CU2609,3821,10808
中信期货,2026-05-13,CU2610,2152,3193
中信期货,2026-05-13,CU2612,2370,10369
中信期货,2026-05-13,CU2609,3899,10831
中信期货,2026-05-12,CU2610,2154,3174
中信期货,2026-05-12,CU2612,2509,10351
中信期货,2026-05-12,CU2609,3784,10487
中信期货,2026-05-11,CU2610,2045,3182
中信期货,2026-05-11,CU2612,2484,10391
中信期货,2026-05-11,CU2609,3611,10539
中信期货,2026-05-08,CU2612,2213,10384
中信期货,2026-05-08,CU2610,1859,3180
中信期货,2026-05-08,CU2609,3602,10290
中信期货,2026-05-07,CU2612,2221,10385
中信期货,2026-05-07,CU2610,1789,3197
中信期货,2026-05-07,CU2609,3571,10184
中信期货,2026-05-06,CU2612,2178,10326
中信期货,2026-05-06,CU2610,1901,3164
中信期货,2026-05-06,CU2609,3429,9885
中信期货,2026-04-30,CU2612,2077,10303
中信期货,2026-04-30,CU2610,1853,3114
中信期货,2026-04-30,CU2609,3543,9899
中信期货,2026-04-29,CU2612,2192,10382
中信期货,2026-04-29,CU2610,1748,3118
中信期货,2026-04-29,CU2609,3354,9922
中信期货,2026-04-28,CU2612,2170,10364
中信期货,2026-04-28,CU2609,3146,10036
中信期货,2026-04-27,CU2612,2168,10332
中信期货,2026-04-27,CU2609,3088,10104
中信期货,2026-04-24,CU2612,2165,10329
中信期货,2026-04-24,CU2609,2955,10238
中信期货,2026-04-23,CU2612,2164,10390
中信期货,2026-04-23,CU2609,2920,10147
中信期货,2026-04-22,CU2612,2070,10209
中信期货,2026-04-22,CU2609,2881,10098
中信期货,2026-04-21,CU2612,2030,10194
中信期货,2026-04-21,CU2609,2888,10184
中信期货,2026-04-20,CU2612,2038,10191
中信期货,2026-04-20,CU2609,2887,10232
中信期货,2026-04-17,CU2612,2065,10026
中信期货,2026-04-17,CU2609,2879,10231
中信期货,2026-04-16,CU2609,2968,10166
中信期货,2026-04-16,CU2612,2059,9374
中信期货,2026-04-15,CU2612,2099,9373
中信期货,2026-04-15,CU2609,2845,10075
中信期货,2026-04-14,CU2612,2129,8784
中信期货,2026-04-14,CU2609,2876,10069
中信期货,2026-04-13,CU2609,3275,10004
中信期货,2026-04-13,CU2612,2101,8437
中信期货,2026-04-10,CU2609,3192,9922
中信期货,2026-04-10,CU2612,2108,7950
中信期货,2026-04-09,CU2609,3189,9884
中信期货,2026-04-09,CU2612,2112,7344
中信期货,2026-04-08,CU2609,3296,9888
中信期货,2026-04-08,CU2612,2115,7343
中信期货,2026-04-07,CU2609,3332,9866
中信期货,2026-04-07,CU2612,2120,7343
中信期货,2026-04-03,CU2609,3230,9866
中信期货,2026-04-03,CU2612,2121,7343
中信期货,2026-04-02,CU2609,3239,9866
中信期货,2026-04-02,CU2612,2038,7361
中信期货,2026-04-01,CU2609,3024,8953
中信期货,2026-04-01,CU2612,2040,6967
中信期货,2026-03-31,CU2612,2047,6965
中信期货,2026-03-31,CU2609,2995,8950
中信期货,2026-03-30,CU2612,2013,6662
中信期货,2026-03-30,CU2609,2953,8936
中信期货,2026-03-27,CU2609,2952,8481
中信期货,2026-03-27,CU2612,2009,5820
中信期货,2026-03-26,CU2609,2963,7352
中信期货,2026-03-26,CU2612,2003,5665
中信期货,2026-03-25,CU2612,2015,5462
中信期货,2026-03-25,CU2609,2967,7177
中信期货,2026-03-24,CU2609,2953,7138
中信期货,2026-03-24,CU2612,2015,5329
中信期货,2026-03-23,CU2609,2948,6755
中信期货,2026-03-23,CU2612,1986,5339
中信期货,2026-03-20,CU2612,1961,5210
中信期货,2026-03-20,CU2609,2950,6709
中信期货,2026-03-19,CU2612,1809,4857
中信期货,2026-03-19,CU2609,2853,7183
中信期货,2026-03-18,CU2612,1220,4817
中信期货,2026-03-18,CU2609,2394,6792
中信期货,2026-03-17,CU2612,1219,4774
中信期货,2026-03-17,CU2609,2365,6706
中信期货,2026-03-16,CU2612,1241,4666
中信期货,2026-03-16,CU2609,2361,6758
中信期货,2026-03-13,CU2612,1314,4279
中信期货,2026-03-13,CU2609,2265,6677
中信期货,2026-03-12,CU2609,2243,6700
中信期货,2026-03-11,CU2609,2185,6648
中信期货,2026-03-10,CU2609,2226,6579
中信期货,2026-03-09,CU2609,2171,6591
中信期货,2026-03-06,CU2609,2108,6619
中信期货,2026-03-05,CU2609,2044,5476
中信期货,2026-03-04,CU2609,2028,5456
中信期货,2026-03-03,CU2609,1945,4899
中信期货,2026-03-02,CU2609,1907,4372
中信期货,2026-02-27,CU2609,1915,3893
中信期货,2026-02-26,CU2609,1873,2220
中信期货,2026-02-25,CU2609,1847,2141
中信期货,2026-02-24,CU2609,1761,1492
中信期货,2026-02-13,CU2609,1756,1538
中信期货,2026-02-12,CU2609,1743,1520
中信期货,2026-02-11,CU2609,1740,1521
中信期货,2026-02-10,CU2609,1856,1500
中信期货,2026-02-09,CU2609,1859,1509
中信期货,2026-02-06,CU2609,1866,1501
中信期货,2026-02-05,CU2609,1906,1510
中信期货,2026-02-04,CU2609,1881,1511
中信期货,2026-02-03,CU2609,1869,1508
中信期货,2026-02-02,CU2609,1944,1502
中信期货,2026-01-30,CU2609,1490,1527
中信期货,2026-01-29,CU2609,1588,1609
中信期货,2026-01-28,CU2609,1724,1696
中信期货,2026-01-27,CU2609,1594,1583
中信期货,2026-01-26,CU2609,1573,1586
中信期货,2026-01-23,CU2609,1562,1537
中信期货,2026-01-22,CU2609,1524,1561
中信期货,2026-01-21,CU2609,1557,1599
中信期货,2026-01-20,CU2609,1524,1541
中信期货,2026-01-19,CU2609,1532,1579
中信期货,2026-01-16,CU2609,1470,1490
中信期货,2026-01-15,CU2609,1470,1471
中信期货,2026-01-14,CU2609,1399,1250
中信期货,2026-01-13,CU2609,1387,1242
中信期货,2026-01-12,CU2609,1566,1350
中信期货,2026-01-09,CU2609,1331,1208
中信期货,2026-01-08,CU2609,1376,1209
中信期货,2026-01-07,CU2609,1117,1201
中信期货,2026-01-06,CU2609,1145,1193
中信期货,2026-01-05,CU2609,1079,1042
中信期货,2025-12-31,CU2609,1079,1054
中信期货,2025-12-30,CU2609,1058,1020
中信期货,2025-12-29,CU2609,924,1201
中信期货,2025-12-26,CU2609,1142,1426
中信期货,2025-12-25,CU2609,1128,1421
中信期货,2025-12-24,CU2609,1155,1270
国泰君安,2026-09-03,CU2702,2597,2288
国泰君安,2026-09-03,CU2609,6430,1980
国泰君安,2026-09-03,CU2701,3946,1001
国泰君安,2026-09-03,CU2610,21877,14186
国泰君安,2026-09-03,CU2612,4311,8761
国泰君安,2026-09-03,CU2611,7594,10556
国泰君安,2026-09-03,CU2703,627,2784
国泰君安,2026-09-02,CU2702,2106,2300
国泰君安,2026-09-02,CU2609,5995,2165
国泰君安,2026-09-02,CU2701,4329,937
国泰君安,2026-09-02,CU2612,4191,8947
国泰君安,2026-09-02,CU2610,23535,14685
国泰君安,2026-09-02,CU2611,7200,10812
国泰君安,2026-09-02,CU2703,601,2783
国泰君安,2026-09-01,CU2701,3689,1021
国泰君安,2026-09-01,CU2609,6900,2435
国泰君安,2026-09-01,CU2702,1778,2244
国泰君安,2026-09-01,CU2612,4101,8599
国泰君安,2026-09-01,CU2610,25699,15485
国泰君安,2026-09-01,CU2611,7778,11142
国泰君安,2026-09-01,CU2703,426,2732
国泰君安,2026-08-31,CU2701,3310,1053
国泰君安,2026-08-31,CU2609,7500,2515
国泰君安,2026-08-31,CU2612,4096,9052
国泰君安,2026-08-31,CU2610,24877,15876
国泰君安,2026-08-31,CU2611,7738,10272
国泰君安,2026-08-31,CU2702,1553,2244
国泰君安,2026-08-31,CU2703,433,2736
国泰君安,2026-08-28,CU2610,25362,15460
国泰君安,2026-08-28,CU2611,7601,9684
国泰君安,2026-08-28,CU2702,1716,2217
国泰君安,2026-08-28,CU2701,2785,1125
国泰君安,2026-08-28,CU2609,8839,3354
国泰君安,2026-08-28,CU2612,4010,9090
国泰君安,2026-08-28,CU2703,405,2730
国泰君安,2026-08-27,CU2609,10287,3914
国泰君安,2026-08-27,CU2610,23734,16599
国泰君安,2026-08-27,CU2611,7348,9076
国泰君安,2026-08-27,CU2702,1667,2219
国泰君安,2026-08-27,CU2701,2696,1351
国泰君安,2026-08-27,CU2612,3974,8793
国泰君安,2026-08-27,CU2703,395,2374
国泰君安,2026-08-26,CU2609,12245,4457
国泰君安,2026-08-26,CU2611,7517,8416
国泰君安,2026-08-26,CU2610,23937,17164
国泰君安,2026-08-26,CU2612,3933,8773
国泰君安,2026-08-26,CU2701,2426,1467
国泰君安,2026-08-26,CU2703,385,2209
国泰君安,2026-08-25,CU2609,13665,6395
国泰君安,2026-08-25,CU2610,22715,17946
国泰君安,2026-08-25,CU2611,5979,6850
国泰君安,2026-08-25,CU2701,2503,1440
国泰君安,2026-08-25,CU2612,3464,8745
国泰君安,2026-08-25,CU2703,363,2017
国泰君安,2026-08-24,CU2609,17059,6832
国泰君安,2026-08-24,CU2611,4959,7086
国泰君安,2026-08-24,CU2610,21888,15386
国泰君安,2026-08-24,CU2612,3352,8707
国泰君安,2026-08-24,CU2701,2390,1361
国泰君安,2026-08-24,CU2703,368,2054
国泰君安,2026-08-21,CU2609,18065,6773
国泰君安,2026-08-21,CU2610,18342,15387
国泰君安,2026-08-21,CU2611,4782,7037
国泰君安,2026-08-21,CU2612,3252,8672
国泰君安,2026-08-21,CU2701,1585,1178
国泰君安,2026-08-21,CU2703,344,2047
国泰君安,2026-08-20,CU2609,20550,7008
国泰君安,2026-08-20,CU2610,15901,15207
国泰君安,2026-08-20,CU2611,4700,7120
国泰君安,2026-08-20,CU2612,3184,8685
国泰君安,2026-08-20,CU2701,1560,1192
国泰君安,2026-08-20,CU2703,,2054
国泰君安,2026-08-19,CU2609,21916,7468
国泰君安,2026-08-19,CU2611,4628,7059
国泰君安,2026-08-19,CU2610,15736,15983
国泰君安,2026-08-19,CU2612,3142,8339
国泰君安,2026-08-19,CU2701,1567,1445
国泰君安,2026-08-19,CU2703,312,1464
国泰君安,2026-08-18,CU2609,23548,8472
国泰君安,2026-08-18,CU2610,16322,17557
国泰君安,2026-08-18,CU2611,4121,6261
国泰君安,2026-08-18,CU2612,3123,7070
国泰君安,2026-08-18,CU2701,2042,1474
国泰君安,2026-08-18,CU2703,305,1386
国泰君安,2026-08-17,CU2609,26213,9462
国泰君安,2026-08-17,CU2610,18874,17747
国泰君安,2026-08-17,CU2611,2838,5884
国泰君安,2026-08-17,CU2701,2275,1245
国泰君安,2026-08-17,CU2612,2754,6950
国泰君安,2026-08-17,CU2703,299,1376
国泰君安,2026-08-14,CU2609,25474,7823
国泰君安,2026-08-14,CU2610,15836,17652
国泰君安,2026-08-14,CU2701,2294,1345
国泰君安,2026-08-14,CU2611,2537,5900
国泰君安,2026-08-14,CU2612,2704,6741
国泰君安,2026-08-14,CU2703,308,1384
国泰君安,2026-08-13,CU2610,16296,18200
国泰君安,2026-08-13,CU2609,25339,8087
国泰君安,2026-08-13,CU2701,2304,1295
国泰君安,2026-08-13,CU2611,2436,5790
国泰君安,2026-08-13,CU2612,2569,6575
国泰君安,2026-08-13,CU2703,295,1376
国泰君安,2026-08-12,CU2609,25523,8692
国泰君安,2026-08-12,CU2610,16117,17796
国泰君安,2026-08-12,CU2701,2284,1261
国泰君安,2026-08-12,CU2611,2414,5936
国泰君安,2026-08-12,CU2612,2551,6676
国泰君安,2026-08-12,CU2703,306,1385
国泰君安,2026-08-11,CU2610,15358,17316
国泰君安,2026-08-11,CU2609,26108,8830
国泰君安,2026-08-11,CU2701,2265,1295
国泰君安,2026-08-11,CU2611,2366,5949
国泰君安,2026-08-11,CU2612,2457,6684
国泰君安,2026-08-11,CU2703,299,1376
国泰君安,2026-08-10,CU2610,14515,16759
国泰君安,2026-08-10,CU2609,26107,8703
国泰君安,2026-08-10,CU2701,1930,1218
国泰君安,2026-08-10,CU2611,2417,6036
国泰君安,2026-08-10,CU2612,2431,6773
国泰君安,2026-08-10,CU2703,306,1380
国泰君安,2026-08-07,CU2609,26927,9270
国泰君安,2026-08-07,CU2610,14118,16165
国泰君安,2026-08-07,CU2701,1699,1277
国泰君安,2026-08-07,CU2611,2408,6158
国泰君安,2026-08-07,CU2612,2475,6889
国泰君安,2026-08-07,CU2703,293,1368
国泰君安,2026-08-06,CU2610,12903,15566
国泰君安,2026-08-06,CU2609,25030,9357
国泰君安,2026-08-06,CU2611,2688,6171
国泰君安,2026-08-06,CU2612,2684,6927
国泰君安,2026-08-06,CU2701,1307,1286
国泰君安,2026-08-06,CU2703,291,1368
国泰君安,2026-08-05,CU2609,26366,10529
国泰君安,2026-08-05,CU2610,13096,14641
国泰君安,2026-08-05,CU2611,2888,6125
国泰君安,2026-08-05,CU2612,2398,6769
国泰君安,2026-08-05,CU2701,1102,1149
国泰君安,2026-08-05,CU2703,305,1373
国泰君安,2026-08-04,CU2610,13039,13891
国泰君安,2026-08-04,CU2609,25412,9902
国泰君安,2026-08-04,CU2611,2702,5969
国泰君安,2026-08-04,CU2612,2407,6404
国泰君安,2026-08-04,CU2701,1147,921
国泰君安,2026-08-04,CU2703,267,1365
国泰君安,2026-08-03,CU2609,25760,9967
国泰君安,2026-08-03,CU2610,12460,13429
国泰君安,2026-08-03,CU2611,2468,5763
国泰君安,2026-08-03,CU2612,2399,6383
国泰君安,2026-08-03,CU2701,925,924
国泰君安,2026-08-03,CU2703,271,1368
国泰君安,2026-07-31,CU2610,12185,13679
国泰君安,2026-07-31,CU2609,25151,9889
国泰君安,2026-07-31,CU2611,2470,5746
国泰君安,2026-07-31,CU2612,2289,6469
国泰君安,2026-07-31,CU2701,931,926
国泰君安,2026-07-31,CU2703,265,1363
国泰君安,2026-07-30,CU2610,11903,13302
国泰君安,2026-07-30,CU2609,24176,10204
国泰君安,2026-07-30,CU2612,2248,6589
国泰君安,2026-07-30,CU2611,2435,5769
国泰君安,2026-07-30,CU2701,903,943
国泰君安,2026-07-30,CU2703,,1139
国泰君安,2026-07-29,CU2610,12007,12432
国泰君安,2026-07-29,CU2609,25113,10659
国泰君安,2026-07-29,CU2611,2377,5815
国泰君安,2026-07-29,CU2612,2230,6107
国泰君安,2026-07-29,CU2701,852,958
国泰君安,2026-07-29,CU2703,,856
国泰君安,2026-07-28,CU2610,10302,11828
国泰君安,2026-07-28,CU2609,25577,11994
国泰君安,2026-07-28,CU2611,2440,5846
国泰君安,2026-07-28,CU2612,2157,6138
国泰君安,2026-07-28,CU2701,848,837
国泰君安,2026-07-28,CU2703,265,855
国泰君安,2026-07-27,CU2610,8404,10785
国泰君安,2026-07-27,CU2609,26351,13443
国泰君安,2026-07-27,CU2611,2439,5791
国泰君安,2026-07-27,CU2612,2121,6105
国泰君安,2026-07-27,CU2701,704,783
国泰君安,2026-07-27,CU2703,263,850
国泰君安,2026-07-24,CU2610,7305,10230
国泰君安,2026-07-24,CU2611,2477,5237
国泰君安,2026-07-24,CU2609,24457,14943
国泰君安,2026-07-24,CU2612,2103,5850
国泰君安,2026-07-24,CU2701,676,404
国泰君安,2026-07-24,CU2703,256,852
国泰君安,2026-07-23,CU2610,7580,10062
国泰君安,2026-07-23,CU2611,2468,4795
国泰君安,2026-07-23,CU2609,25924,16143
国泰君安,2026-07-23,CU2612,2249,5635
国泰君安,2026-07-23,CU2701,575,241
国泰君安,2026-07-23,CU2703,264,847
国泰君安,2026-07-22,CU2610,7495,9177
国泰君安,2026-07-22,CU2611,2597,4903
国泰君安,2026-07-22,CU2609,26379,17731
国泰君安,2026-07-22,CU2612,2312,5568
国泰君安,2026-07-22,CU2701,601,271
国泰君安,2026-07-22,CU2703,277,861
国泰君安,2026-07-21,CU2610,7649,8986
国泰君安,2026-07-21,CU2609,24180,16642
国泰君安,2026-07-21,CU2611,2641,4859
国泰君安,2026-07-21,CU2612,2223,5623
国泰君安,2026-07-21,CU2701,579,240
国泰君安,2026-07-21,CU2703,270,862
国泰君安,2026-07-20,CU2609,20885,16066
国泰君安,2026-07-20,CU2610,7728,8938
国泰君安,2026-07-20,CU2611,2544,4901
国泰君安,2026-07-20,CU2612,1929,5922
国泰君安,2026-07-20,CU2701,597,287
国泰君安,2026-07-20,CU2703,269,864
国泰君安,2026-07-17,CU2610,7534,9033
国泰君安,2026-07-17,CU2611,2565,4482
国泰君安,2026-07-17,CU2609,19442,15543
国泰君安,2026-07-17,CU2612,1996,5994
国泰君安,2026-07-17,CU2701,555,237
国泰君安,2026-07-17,CU2703,269,864
国泰君安,2026-07-16,CU2610,7369,8162
国泰君安,2026-07-16,CU2609,20555,16530
国泰君安,2026-07-16,CU2611,2552,4379
国泰君安,2026-07-16,CU2612,1865,5310
国泰君安,2026-07-16,CU2701,563,239
国泰君安,2026-07-16,CU2703,274,863
国泰君安,2026-07-15,CU2610,7223,8171
国泰君安,2026-07-15,CU2609,19679,16497
国泰君安,2026-07-15,CU2611,2495,4385
国泰君安,2026-07-15,CU2612,1850,4974
国泰君安,2026-07-15,CU2701,559,241
国泰君安,2026-07-15,CU2703,276,845
国泰君安,2026-07-14,CU2610,7295,8239
国泰君安,2026-07-14,CU2609,20382,15708
国泰君安,2026-07-14,CU2611,2461,4384
国泰君安,2026-07-14,CU2701,663,262
国泰君安,2026-07-14,CU2612,1762,4991
国泰君安,2026-07-13,CU2610,6853,7903
国泰君安,2026-07-13,CU2609,18393,15237
国泰君安,2026-07-13,CU2611,2453,4438
国泰君安,2026-07-13,CU2701,642,243
国泰君安,2026-07-13,CU2612,1734,4937
国泰君安,2026-07-10,CU2609,19539,15193
国泰君安,2026-07-10,CU2610,5785,7805
国泰君安,2026-07-10,CU2611,2470,4433
国泰君安,2026-07-10,CU2701,639,253
国泰君安,2026-07-10,CU2612,1692,4692
国泰君安,2026-07-09,CU2610,5948,7740
国泰君安,2026-07-09,CU2609,18615,15407
国泰君安,2026-07-09,CU2611,2488,4436
国泰君安,2026-07-09,CU2701,634,249
国泰君安,2026-07-09,CU2612,1672,4074
国泰君安,2026-07-08,CU2610,5737,7781
国泰君安,2026-07-08,CU2609,17805,15882
国泰君安,2026-07-08,CU2611,2432,4440
国泰君安,2026-07-08,CU2701,626,251
国泰君安,2026-07-08,CU2612,1570,3473
国泰君安,2026-07-07,CU2610,5541,7785
国泰君安,2026-07-07,CU2609,17233,16270
国泰君安,2026-07-07,CU2611,2403,4459
国泰君安,2026-07-07,CU2612,1534,2893
国泰君安,2026-07-07,CU2701,635,260
国泰君安,2026-07-06,CU2609,16987,15608
国泰君安,2026-07-06,CU2611,2393,4450
国泰君安,2026-07-06,CU2610,5407,7791
国泰君安,2026-07-06,CU2612,1569,2928
国泰君安,2026-07-06,CU2701,634,266
国泰君安,2026-07-03,CU2609,16764,15211
国泰君安,2026-07-03,CU2610,5371,7697
国泰君安,2026-07-03,CU2611,2211,4328
国泰君安,2026-07-03,CU2701,621,253
国泰君安,2026-07-03,CU2612,1372,2889
国泰君安,2026-07-02,CU2609,16348,15205
国泰君安,2026-07-02,CU2611,2207,4358
国泰君安,2026-07-02,CU2610,5167,7694
国泰君安,2026-07-02,CU2701,614,250
国泰君安,2026-07-02,CU2612,1376,2916
国泰君安,2026-07-01,CU2611,2197,4424
国泰君安,2026-07-01,CU2609,16156,14932
国泰君安,2026-07-01,CU2610,4866,7659
国泰君安,2026-07-01,CU2612,1594,2762
国泰君安,2026-07-01,CU2701,609,259
国泰君安,2026-06-30,CU2609,15995,14921
国泰君安,2026-06-30,CU2610,4659,7699
国泰君安,2026-06-30,CU2611,1801,4444
国泰君安,2026-06-30,CU2612,1633,2774
国泰君安,2026-06-30,CU2701,611,277
国泰君安,2026-06-29,CU2609,15730,15134
国泰君安,2026-06-29,CU2610,4632,7635
国泰君安,2026-06-29,CU2611,1745,4470
国泰君安,2026-06-29,CU2612,1530,2804
国泰君安,2026-06-26,CU2609,15725,14800
国泰君安,2026-06-26,CU2610,4606,7552
国泰君安,2026-06-26,CU2611,1572,4464
国泰君安,2026-06-26,CU2612,1679,3186
国泰君安,2026-06-25,CU2609,14502,14869
国泰君安,2026-06-25,CU2610,4470,6965
国泰君安,2026-06-25,CU2611,1474,4210
国泰君安,2026-06-25,CU2612,1669,3170
国泰君安,2026-06-24,CU2609,13309,14147
国泰君安,2026-06-24,CU2610,3980,6454
国泰君安,2026-06-24,CU2611,1117,3313
国泰君安,2026-06-24,CU2612,1718,3288
国泰君安,2026-06-23,CU2609,13259,14235
国泰君安,2026-06-23,CU2610,3986,6157
国泰君安,2026-06-23,CU2611,1037,2961
国泰君安,2026-06-23,CU2612,1655,3202
国泰君安,2026-06-22,CU2609,12952,13709
国泰君安,2026-06-22,CU2610,3928,5956
国泰君安,2026-06-22,CU2612,1638,3207
国泰君安,2026-06-22,CU2611,931,2756
国泰君安,2026-06-18,CU2609,12082,13473
国泰君安,2026-06-18,CU2610,3937,5694
国泰君安,2026-06-18,CU2611,947,2698
国泰君安,2026-06-18,CU2612,1642,3010
国泰君安,2026-06-17,CU2609,12148,13484
国泰君安,2026-06-17,CU2610,3836,4993
国泰君安,2026-06-17,CU2611,964,2669
国泰君安,2026-06-17,CU2612,1636,2951
国泰君安,2026-06-16,CU2609,10509,13570
国泰君安,2026-06-16,CU2610,3992,4606
国泰君安,2026-06-16,CU2611,943,2607
国泰君安,2026-06-16,CU2612,1579,2979
国泰君安,2026-06-15,CU2609,10707,13362
国泰君安,2026-06-15,CU2610,2865,4482
国泰君安,2026-06-15,CU2612,1591,2996
国泰君安,2026-06-15,CU2611,981,2611
国泰君安,2026-06-12,CU2609,9785,13266
国泰君安,2026-06-12,CU2610,2834,4464
国泰君安,2026-06-12,CU2611,955,2618
国泰君安,2026-06-12,CU2612,1600,3352
